episode,reward,running_avg,steps
614,15.438567072890102,-28.246389812895774,1000
615,-77.35018509630521,-28.301057295104798,1000
616,89.35241431565925,-26.853604620452238,1000
617,-28.506200727940733,-31.264784976287626,1000
618,13.410127012296005,-29.110143328988578,1000
619,23.716816686234264,-28.338531545341127,1000
620,-9.757788514461687,-27.713023466868492,1000
621,12.868225115426176,-24.89490312873969,1000
622,173.69837348261007,-21.3655689315348,563
623,85.53813153885517,-23.924353941244515,1000
624,3.521434823641814,-21.06276756881637,1000
625,-1.36979125766222,-21.271411658625304,1000
626,-28.353445868020845,-21.178308472988924,1000
627,27.661503828590654,-20.23047199132239,160
628,277.30150982280566,-13.71677088955576,353
629,-30.90515141313656,-14.381496035652392,1000
630,47.48538255639315,-10.795770346081428,1000
631,-23.34013694210027,-10.400762143818433,1000
632,-50.41823560953591,-11.223047625188048,83
633,-52.2913062110357,-11.680222799732144,1000
634,-26.703285475339513,-11.518138608428417,144
635,-2.0752599426608187,-9.573592045372601,1000
636,-20.452856551258947,-9.089833873618572,75
637,-51.97486295791362,-10.113915086668829,1000
638,-5.996978480633629,-10.276688746965409,133
639,-22.438594578904116,-10.02810568682483,101
640,-13.17059581920315,-10.12029638884702,1000
